更新时间,公司名称,企业性质,行业分类,招聘岗位,工作地点,截止时间,届次,学历要求,批次,公告来源,公告链接,投递链接,专业要求,是否笔试,⚠筛选前先看使用说明！,父记录,父记录 2,字段 1
2026/05/29,云和恩墨,民企,IT/互联网/游戏,销售实习生,"上海, 乌鲁木齐, 兰州, 北京, 南京, 南昌, 合肥, 太原, 成都, 武汉, 沈阳, 深圳, 石家庄, 贵阳, 郑州, 重庆, 长沙, 青岛",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",云和恩墨,https://mp.weixin.qq.com/s/5sfjTsSW3sCmfv7TzEz3OQ,https://app.mokahr.com/campus-recruitment/enmotech/47098#/,/,/,,,,
2026/05/29,黑翼资产,民企,金融业,量化研究岗位：计算机、人工智能、统计、电子工程、数学、物理等理工科专业；,"上海, 北京, 成都",2026-06-30,2027届,"硕士, 博士","实习, 暑期实习",黑翼小站,https://mp.weixin.qq.com/s/ej-CTDYPdnJK90L02J0bbA,https://mp.weixin.qq.com/s/ej-CTDYPdnJK90L02J0bbA,计算机、人工智能、统计、电子工程、数学、物理等理工科专业,有笔试,,,,
2026/05/29,东北证券,央国企,金融业,AI Pilot实习生;信息系统管理岗;金融科技岗;股权业务承做岗;债券业务承做岗;质量控制部审核助理;受托督导部投资经理岗;资本市场部销售管理岗;行研实习生;机构销售实习生;量化策略研究员;行业研究员;投研秘书;研究助理;营销助理;交易员;产品运营经理;合规助理;风控助理;经纪业务暑期实习生,"上海, 兰州, 北京, 厦门, 呼和浩特, 嘉兴, 宁波, 广州, 桂林, 武汉, 泉州, 深圳, 清远, 牡丹江, 福州, 莆田, 重庆, 长春, 长沙, 韶关",2026-06-30,2027届,"本科, 硕士, 博士","暑期实习, 秋招提前批",东北证券招聘,https://mp.weixin.qq.com/s/VD03LLf_gSaSXxc9rysmOg,https://nesc.zhiye.com/intern/jobs,/,有笔试,,,,
2026/05/29,广电运通集团,央国企,IT/互联网/游戏,实习生(AI智能体开发);产品经理实习生(医疗方向);java开发实习生;产品助理实习生(云平台);医疗数据质控实习生;机器人算法实习生;算法开发实习生(图像识别);测试实习生;硬件实习生;机械实习生,广州,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",广电运通招聘,https://mp.weixin.qq.com/s/Xc3VoG-uAlV7IIySt_LX8A,https://app.mokahr.com/campus-recruitment/grgbanking/39448?sessionid=#/jobs?zhineng[0]=150841&keyword=&page=1&anchorName=jobsList,/,/,,,,
2026/05/29,认养一头牛集团,民企,农林牧渔,场控实习生;主播实习生;人力实习生;达播实习生;供应链实习生;电商设计实习生;拍摄剪辑实习生;电商店铺运营实习生,杭州,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",认养一头牛驿站,https://mp.weixin.qq.com/s/oJbjc_YADZoRPmBqbMrneg,https://ryytn.zhiye.com/intern/jobs,/,/,,,,
2026/05/29,电子五所,事业单位,通信/电子/半导体,专业技术类岗位，面向理工类专业；具体见投递方式链接！,广州,尽快投递,2027届,"硕士, 博士","实习, 暑期实习",赛宝视窗,https://mp.weixin.qq.com/s/U5qjspC_abzroUdWRcuRMw,https://mp.weixin.qq.com/s/U5qjspC_abzroUdWRcuRMw,理工类相关专业,/,,,,
2026/05/29,中国矿产资源集团-所属单位,央国企,能源/化工/环保,管理培训生 数据产品组业务架构师岗 市场营销组解决方案岗 运维保障组开发工程师岗；,"上海, 北京, 舟山, 雄安新区, 雅安",2026-06-15,2026届,"本科, 硕士, 博士",春招专场,国资小新,https://mp.weixin.qq.com/s/FQuwCRRkVyNL5_GizaO2bQ,https://www.iguopin.com/company?id=10685402531252365,/,有笔试,,,,
2026/05/29,美埃科技,外企,机械/制造业,销售管培生,"上海, 北京, 南京, 合肥, 广州, 成都, 杭州, 武汉, 深圳, 西安",尽快投递,2026届,"本科, 硕士, 博士",春招专场,美埃HR,https://mp.weixin.qq.com/s/f4JdGNCYIq0EmX1CkxnIfA?scene=1&click_id=16,https://app.mokahr.com/campus-recruitment/mayair/142334#/job/a1e6305b-9215-42c1-a249-70a531d0ae7f?from=qrcode,"环境工程、机械、电气、化工材料、工艺自动化、市场营销、国贸等相关专业优先,优秀者专业不限",/,,,,
2026/05/29,中国建材地勘中心陕西总队,央国企,房地产业/建筑业,实验岗;企业法务岗,西安,2026-06-05,2026届,"本科, 硕士, 博士",春招补招,中国建材地勘中心陕西总队,https://mp.weixin.qq.com/s/mNibqojEjA5qSCIyfBQDGw,https://mp.weixin.qq.com/s/mNibqojEjA5qSCIyfBQDGw,"工程力学,地质工程,法学",/,,,,
2026/05/29,中车株洲所,央国企,机械/制造业,计算机类 电气类 电子类 机械类 新能源类 材料类等专业；,株洲,尽快投递,2026届,博士,春招专场,美丽株所,https://mp.weixin.qq.com/s/HbEVlwlQSB1dqVAOs7zUwA,https://crrczzs.m.zhiye.com/xzzw.html,"计算机类,电气类,电子类,机械类,新能源类,材料类等相关专业",/,,,,
2026/05/29,比亚迪-弗迪电池制备中心,民企,汽车制造/维修/零配件,机械工程师(助理、高级);电气工程师(助理、高级);软件工程师(助理、高级),"南宁, 台州, 合肥, 惠州, 抚州, 武汉, 汕尾, 济南, 深圳, 温州, 滁州, 盐城, 绍兴, 芜湖, 蚌埠, 襄阳, 西宁, 西安, 贵阳, 郑州, 重庆, 长沙",尽快投递,2026届,"本科, 硕士, 博士",春招专场,比亚迪招聘,https://mp.weixin.qq.com/s/2cOgfxbEjZCLyLtaeBuLDg,https://job.byd.com/,机械类、自动化类、电气类、计算机类、电子信息类,有笔试,,,,
2026/05/29,甘肃电气装备集团有限公司,央国企,机械/制造业,产品研发设计;市场开发;会计;生产操作;产品开发;编程人员;研发工程师;嵌入式工程师;JAVA工程师;UI设计师;测试工程师;科研岗;销售;行政岗;设计岗,"兰州, 天水, 西安",2026-06-12,"2024, 2025, 2026届","大专, 本科, 硕士, 博士",春招专场,甘肃国资,https://mp.weixin.qq.com/s/V-bBbB17eLP-AeyTp4YSog?scene=1,https://mp.weixin.qq.com/s/V-bBbB17eLP-AeyTp4YSog?scene=1,"电气类,机械类,电子信息类,自动化类,计算机类,财务类等相关专业",/,,,,
2026/05/29,渑池齐鲁村镇银行,其他,金融业,客户经理岗位,三门峡,2026-06-12,2026届,"本科, 硕士, 博士",春招专场,渑池齐鲁村镇银行,https://mp.weixin.qq.com/s/3A_fO8IDy3iualD6UVc4-Q?scene=1,https://mp.weixin.qq.com/s/3A_fO8IDy3iualD6UVc4-Q?scene=1,"金融经济类,会计管理类,数学统计类,理工科类相关专业优先",有笔试,,,,
2026/05/29,杭州地铁运营有限公司,央国企,交通/物流/仓储,结构维修工;信号维修工;供电维修工,杭州,2026-06-19,2026届,"大专, 本科, 硕士, 博士",春招专场,杭州地铁运营公司,https://mp.weixin.qq.com/s/-raRKIv0EWKimk6BOswBAA,https://www.hzmetrojob.com/posts-school,"土木工程,地质工程,道路桥梁隧道,轨道交通信号与控制,自动化类,电子信息工程,控制工程,交通信息工程及控制,电气类,能源与动力工程",/,,,,
2026/05/29,格力电器,民企,耐用消费品,技术研发类 经营销售类 信息技术类 技术支持类 制造技术类 职能管理类；,珠海,尽快投递,2026届,"本科, 硕士, 博士",春招补招,格力电器招聘,https://mp.weixin.qq.com/s/MdzsCTFfVBjLitdpwDo5ww,https://zhaopin.greeyun.com/home,/,有笔试,,,,
2026/05/29,南网数字集团,央国企,能源/化工/环保,算法开发类实习生;软件开发类实习生;解决方案类实习生;硬件开发类实习生;嵌入式开发类实习生;网络安全类实习生;产品类实习生;技术支持类实习生;需求分析类实习生;数据类实习生;运维类实习生;测试类实习生;项目管理类实习生;项目实施类实习生;应用集成类实习生;行政政务类实习生;政工业务类实习生;法律业务实习生;经济财会业务类实习生;人力资源业务类实习生,"广州, 深圳",2026-06-10,2027届,"硕士, 博士",暑期实习,南网数字集团,https://mp.weixin.qq.com/s/wlKyGTsyJEw-sKT83vV6sg,https://v.wjx.cn/vm/rXpUX8N.aspx,信息通信类、电气类、电力生产类、经营管理类相关专业,/,,,,
2026/05/28,上海市机械工程学会,其他,政府/机构/组织,AI智能应用助理（综合管理办公室）;科普讲师（科普部）;新媒体运营助理（综合管理办公室）,上海,尽快投递,2027届,"本科, 硕士, 博士",暑期实习,上海市机械工程学会,https://mp.weixin.qq.com/s/-hV6b9XJO2Z1UJH9vMkDjQ?scene=1&click_id=8,https://mp.weixin.qq.com/s/-hV6b9XJO2Z1UJH9vMkDjQ?scene=1&click_id=8,电子信息、计算机、公共管理等相关专业优先,/,,,,
2026/05/28,武汉芯昌科技,民企,通信/电子/半导体,模拟电路设计实习生;版图设计实习生;系统设计实习生,武汉,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",武汉芯昌科技有限公司,https://mp.weixin.qq.com/s/KyXhydK1LA3dMgXVteidKQ?scene=1&click_id=7,https://v.wjx.cn/vm/eT3CodL.aspx,"电子信息,微电子及相关专业",/,,,,
2026/05/28,建发房产,央国企,房地产业/建筑业,博士后岗(四好建设、城市更新、智能化应用、战略性新兴产业等研究方向);建筑设计岗;室内设计岗;规划设计岗;土建工程岗;数智AI岗;投资研究岗;财务资金岗,"上海, 北京, 南京, 厦门, 广州, 成都, 杭州, 重庆",尽快投递,2027届,"本科, 硕士, 博士",暑期实习,建发房产招聘,https://mp.weixin.qq.com/s/dQCJsGdvnl2_fXY22KOmmg,http://chinacdc.zhiye.com/fcjxs2024,/,/,,,,
2026/05/28,华硕电脑,民企,通信/电子/半导体,渠道运营专员;校园行销专员;店面运营&销售;终端管理专员;媒体推广专员;KOS账号运营;KOL账号运营;KOC账号运营;电竞活动运营;电竞用户运营;赛事活动运营;新媒体传播;校园运营官;硕市生专员;内容运营专员;主播,"上海, 乌鲁木齐, 北京, 广州, 西安, 重庆",尽快投递,2027届,"本科, 硕士, 博士",暑期实习,ASUS华硕招聘,https://mp.weixin.qq.com/s/FxZvQE_a6zNc4BPCOlv5SA,https://asus.zhiye.com/Intern,/,有笔试,,,,
2026/05/28,保融科技,民企,IT/互联网/游戏,软件开发工程师(Java/Python);客户支持工程师;产品需求分析师,杭州,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",保融HR,https://mp.weixin.qq.com/s/g7P2U6FjwMW5ptF2ILk-uw,https://campus.fingard.com/campus_apply/baorong/25901/?sessionid=#/page/%E6%A0%A1%E6%8B%9B%E8%81%8C%E4%BD%8D,"计算机,软件,数学,通信,信息等理工类专业",/,,,,
2026/05/28,上海国际信托,央国企,金融业,投资研究岗 财富管理岗 信托投行岗 数智科技岗 综合支持岗 ,"上海, 北京, 南京, 杭州, 深圳",2026-06-05,2027届,"硕士, 博士",暑期实习,上信之光,https://mp.weixin.qq.com/s/-2ISin0biZJmxvmXUjp2fw,https://mp.weixin.qq.com/s/-2ISin0biZJmxvmXUjp2fw,专业不限,/,,,,
2026/05/28,欧莱雅,外企,快速消费品,产品营销;电商;销售与大客户管理,上海,尽快投递,2027届,"本科, 硕士, 博士",暑期实习,欧莱雅校园招聘,https://mp.weixin.qq.com/s/es6bMVi688gROxEEYhxbbQ,https://u.hrtps.com/r/dlV8DKGNk,不限,/,,,,
2026/05/28,趋势中国,民企,文化/传媒/广告/体育,"客户主任(对接客户,项目执行);文案策划(方案撰写,创意输出);媒介主任(媒体关系维护,媒体合作);新媒体运营(social稿件撰写,新媒体平台运营);平面设计师(平面视觉设计);3D设计师(展台展厅3D设计);人力资源(COE,HRBP,SSC)",北京,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",趋势TRENDS,https://mp.weixin.qq.com/s/4tY05RxsR24_fappGfK0sw?scene=1,https://mp.weixin.qq.com/s/4tY05RxsR24_fappGfK0sw?scene=1,/,/,,,,
2026/05/28,建元信托,央国企,金融业,信托业务岗;自营投资岗;资产管理岗(固收投资方向);资产管理岗(私募FOF/标品权益信托方向);资产管理岗(产品经理方向);投资研究岗;财务分析岗;法律合规岗;投资交易岗;运营支持岗;数据管理岗,上海,2026-06-30,2027届,"本科, 硕士, 博士",暑期实习,建元信托,https://mp.weixin.qq.com/s/Pb_T7tZPenDQQWyuSWOJgA,https://mp.weixin.qq.com/s/Pb_T7tZPenDQQWyuSWOJgA,/,有笔试,,,,
2026/05/28,启辰科技,民企,教育/培训/科研,后端工程师;前端工程师;算法工程师;AI编程工程师;教育测量研究员;学科命题研究助理;试题量化研究员;入校技术服务助理,广州,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",广州启辰科技,https://mp.weixin.qq.com/s/qQ-iLbK0nqFt1-pNa5mXIA,https://mp.weixin.qq.com/s/qQ-iLbK0nqFt1-pNa5mXIA,"计算机,软件,教育学,师范类相关专业",有笔试,,,,
2026/05/28,泸州老窖股份有限公司,央国企,快速消费品,文化宣传方向 数据分析方向 AI 技术方向 人力资源方向 信息技术方向 产品创意方向 包材设计方向,泸州,尽快投递,2027届,"本科, 硕士, 博士",暑期实习,泸州老窖微招聘,https://mp.weixin.qq.com/s/Q3eW47Ur9j_iZa9zuM7CRQ,https://job.lzlj.com/intern/jobs?sessionid=,贴合实习方向即可,/,,,,
2026/05/28,兴华基金管理有限公司,民企,金融业,交易管理部交易助理;渠道服务部渠道管理助理;法律合规部合规助理;稽核审计部审计助理;品牌管理部品牌经理助理实习生;互联网金融部电商互金助理实习生;产品研发部产品经理助理实习生;综合财务部综合人力助理实习生,"上海, 北京, 济南, 青岛",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",兴华基金,https://mp.weixin.qq.com/s/UhbdqMEdid3bNus_vjIJYQ,https://mp.weixin.qq.com/s/UhbdqMEdid3bNus_vjIJYQ,"经济,金融,法学,计算机,市场营销,电子商务,广告传媒,统计学,金融工程,人力资源管理,工商管理等相关专业",/,,,,
2026/05/28,恒越基金管理有限公司,民企,金融业,固收研究：金融、经济等相关专业,上海,尽快投递,2027届,"硕士, 博士",暑期实习,恒越基金招聘,https://mp.weixin.qq.com/s/Au63NbfcY_Fc4NbfCQ4AxQ,https://mp.weixin.qq.com/s/Au63NbfcY_Fc4NbfCQ4AxQ,金融、经济等相关专业,/,,,,
2026/05/28,宁银消金,央国企,金融业,总部实习生 金融科技实习生 消金科技实习生 消金定向实习生,宁波,2026-06-28,2027届,"本科, 硕士, 博士",暑期实习,宁银消金招聘,https://mp.weixin.qq.com/s/N_e4gVHFFB9McahBRLpq2w,https://xjzhaopin.nbcb.com.cn/#/internship-recruitment,"总部实习生、消金定向实习生专业不限,金融科技实习生要求计算机、软件工程、电子通信相关专业",有笔试,,,,
2026/05/28,快手,民企,IT/互联网/游戏,大模型;音视频;推荐;广告;搜索;系统架构;引擎研发;AI Infra;AI工程与应用,"上海, 北京, 杭州, 深圳",尽快投递,2027届,"本科, 硕士, 博士","暑期实习, 秋招提前批",快手招聘,https://mp.weixin.qq.com/s/1LFm8FhfWiR5QZdFHDFmgw,https://campus.kuaishou.cn/recruit/campus/e/#/campus/jobs?pageNum=1&positionLabel=kstar&positionNatureCode=fulltime&recruitSubProjectCodes=20271779425607,/,/,,,,
2026/05/28,新和成,民企,能源/化工/环保,营销商务实习生 人力行政实习生 能源管理实习生 IT实习生 财经实习生 安环实习生 研发-分析实习生 研发-分离实习生 技术引进实习生；,"天津, 潍坊, 绍兴, 绥化",尽快投递,2027届,"本科, 硕士, 博士",暑期实习,新和成招聘,https://mp.weixin.qq.com/s/I0OAv2nS1792EndSByOzqA,https://xinhecheng1.zhiye.com/intern/jobs,/,有笔试,,,,
2026/05/28,CubyFun,民企,IT/互联网/游戏,AI产品交互实习生;小程序开发AI应用方向实习生;视频剪辑实习生;内容商务实习生;用户测试调研实习生,深圳,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",蚯比CubyFun,https://mp.weixin.qq.com/s/iIBHn_yaOl99KUI0YTnhkQ,https://mp.weixin.qq.com/s/iIBHn_yaOl99KUI0YTnhkQ,/,/,,,,
2026/05/28,科锐国际,民企,财务/审计/税务,软件开发工程师;软件测试工程师,"上海, 东莞, 北京, 南京, 成都, 杭州, 武汉, 济南, 深圳, 苏州, 西安, 长沙",尽快投递,2026届,"本科, 硕士, 博士",春招专场,DUT学生服务,https://mp.weixin.qq.com/s/QZLZ7FBXxVQQkUJlAKfBBg,https://docs.qq.com/form/page/DWktRTnZiUUhCZEFC?sessionid=#/fill,计算机、人工智能、软件工程、通信、电子、数学、物理、自动化、信息安全等理工科专业优先,/,,,,
2026/05/28,TP-LINK,民企,通信/电子/半导体,软件类;算法类;硬件类;测试类,"北京, 南京, 杭州, 深圳",尽快投递,2027届,"本科, 硕士, 博士",秋招提前批,TP-LINK招聘,https://mp.weixin.qq.com/s/W182TMvFIJktbyeLeN39CA,https://hr.tp-link.com.cn/,/,有笔试,,,,
2026/05/28,先临三维,民企,IT/互联网/游戏,SLAM算法实习生；三维重建算法实习生；深度学习算法实习生；几何/网格算法实习生；c++开发实习生,杭州,尽快投递,2027届,"硕士, 博士","实习, 暑期实习",先临三维高精度3D视觉,https://mp.weixin.qq.com/s/sAzsaWn1AmEoM7_yoGj7-Q,https://shining3d.zhiye.com/jobs?activityGuid=d81ab3d6-6d49-41aa-9343-16cacb965941,/,/,,,,
2026/05/28,ABB机器人,外企,智能硬件,技术研发类 运营职能类；,上海,尽快投递,2027届,"本科, 硕士, 博士",暑期实习,ABB中国招聘,https://mp.weixin.qq.com/s/vaVAg3hF4Ju8_jLi_MBxxA,https://mp.weixin.qq.com/s/vaVAg3hF4Ju8_jLi_MBxxA,/,/,,,,
2026/05/28,招商蛇口,央国企,房地产业/建筑业,工程管理类;设计管理类;营销管理类;运营管理类;成本采招类;客群管理类;产业园区类;邮轮业务类;商业管理类;物业服务类;会展业务类;综合管理类;财务金融类;风险合规类,"上海, 北京, 合肥, 成都, 杭州, 沈阳, 深圳, 郑州, 重庆, 香港",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",招商蛇口,https://mp.weixin.qq.com/s/hGN968iW9LhAzump181_nA,https://cmsk1979.zhiye.com/intern/jobs,/,/,,,,
2026/05/28,卡特彼勒（徐州）有限公司-CXL,合资,机械/制造业,暑期实习生（智能制造;AI软件;智能物流;质量管理;制造工艺）,徐州,2026-06-04,2027届,"本科, 硕士, 博士",暑期实习,卡特彼勒CXL之家,https://mp.weixin.qq.com/s/3myaIAuXLyj6nRR8H11C-Q?click_id=9,https://mp.weixin.qq.com/s/3myaIAuXLyj6nRR8H11C-Q?click_id=9,机电工程;信息与控制;人工智能;经济管理;物流供应链;工业工程,/,,,,
2026/05/28,中国航发南方,央国企,机械/制造业,航空发动机类 机械类 材料类 其它专业；,株洲,2026-06-12,2027届,"本科, 硕士, 博士",暑期实习,南方新视野,https://mp.weixin.qq.com/s/0O1MhAZBF02hoRehwMzSRw,https://v.wjx.cn/vm/rXX78WU.aspx,"航空发动机类相关专业,机械类相关专业,材料类相关专业,电气工程及其自动化,控制科学与工程,汉语言文学,财务管理,会计,工业工程,软件工程等相关专业",/,,,,
2026/05/28,遇贤微电子,民企,通信/电子/半导体,前端设计岗位;后端设计岗位;芯片验证岗位;软件开发岗位;硬件系统岗位,"广州, 西安",尽快投递,2026届,"本科, 硕士, 博士",春招补招,遇贤微电子,https://mp.weixin.qq.com/s/wMND84e74CAHtncWi6wvww,https://mp.weixin.qq.com/s/wMND84e74CAHtncWi6wvww,微电子/电子/软件/计算机/光电/自动化等相关专业,有笔试,,,,
2026/05/28,德州仪器-成都制造基地,外企,通信/电子/半导体,设备工程师;质量工程师;工艺工程师;模拟芯片测试工程师;生产计划工程师;设备技术员;质量工程师实习生;设备工程师实习生;工艺工程师实习生;产品工程师实习生;人力资源发展项目实习生;IT自动化软件工程师实习生;设备技术员实习生,成都,尽快投递,2027届,"大专, 本科, 硕士, 博士","实习, 暑期实习",德州仪器芯招聘,https://mp.weixin.qq.com/s/DBmUZDQN9GH3St3u3DzG-A,https://app.mokahr.com/campus-recruitment/ti/143986?sourceToken=18df34a6fe7bca5ac6c576bda5b266dd#/jobs?page=1&anchorName=jobsList,/,/,,,,
2026/05/28,中广核,央国企,能源/化工/环保,中广核聚核体验营暨提前批专场：设计研发专场 工程建设专场 运行维修专场 数字科技专场；,"上海, 大连, 惠州, 深圳, 防城港, 阳江",2026-07-01,2027届,"本科, 硕士, 博士",秋招提前批,中广核校园招聘,https://mp.weixin.qq.com/s/RTf5DVvjtbZzCzZXBHACqw,https://jsj.top/f/LSM7Nd?sessionid=,/,/,,,,
2026/05/28,湖南德赛电池,民企,能源/化工/环保,销售储备干部;生产管理;设备管理;精益管理;仓储;报关,长沙,尽快投递,2026届,"本科, 硕士, 博士",春招补招,湖南德赛电池招聘,https://mp.weixin.qq.com/s/zlpRj_t7AyQt4uVs8JZaOA,https://docs.qq.com/form/page/DRmZaY2xoWWF3Sk9U#/fill,营销类：英语、市场营销、应用化学、材料化学、化学工程与工艺、能源动力类或相关专业；智能制造类：工业工程、机械自动化、材料、化工、能源应用工程等相关专业；职能类：物理与供应链管理、国际贸易等相关专业,/,,,,
2026/05/28,特区建工集团,央国企,房地产业/建筑业,工程管理岗;工程技术岗;商务合约岗;安全管理岗;电气工程岗;建筑设计岗;党群行政岗;人力资源岗;审计法务岗;财务管理岗;投资规划岗;数字技术岗,深圳,尽快投递,2026届,"本科, 硕士, 博士",春招专场,福大就业创业,https://mp.weixin.qq.com/s/4I3iH0a8MG5mjy16SyseRw,https://mp.weixin.qq.com/s/0UEB5jC5R1CHb6wgb67-SA#rd,/,有笔试,,,,
2026/05/27,吉利科技集团,民企,汽车制造/维修/零配件,法务实习生;人力实习生;印档实习生;经营管理实习生;财务实习生;采购实习生;设计实习生;平台运营实习生;新媒体运营实习生;标准化实习生;研发实习生;制造实习生;经营管理实习生;项目管理实习生,"台州, 宁波, 成都, 杭州, 襄阳",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",河南工大就业创业中心,https://mp.weixin.qq.com/s/th8yBWwqb0cDEpdMvViStg,https://campus.geely.com/campus-recruitment/geely/98148#/jobs,/,/,,,,
2026/05/27,中国信通院,事业单位,通信/电子/半导体,人工智能、网络安全、信息化、智能制造、大数据、元宇宙、数字化等方向,北京,尽快投递,2027届,"本科, 硕士, 博士",暑期实习,中国信通院CAICT招聘,https://mp.weixin.qq.com/s/dqAs_d6U2YUro_KHAfl3OQ,https://wecruit.hotjob.cn/SU643e3338bef57c46afe6213d/mc/position/intern?projectCode=102201&showProjectBanner=true,/,/,,,,
2026/05/27,长亭科技,民企,IT/互联网/游戏,实习安全服务工程师·校招提前批,"上海, 北京, 南京, 武汉, 深圳, 长沙",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习, 秋招提前批",长亭科技招聘,https://mp.weixin.qq.com/s/B62uQztmvDE6OkC8H9aQfw,https://join.chaitin.cn/plugins/career_site/sites/default/jobs/636afb92-e779-422d-b5ca-68ba32793c62?tab=&job_category=%E5%AE%89%E5%85%A8%E6%9C%8D%E5%8A%A1%E7%B1%BB&job_id=636afb92-e779-422d-b5ca-68ba32793c62,信息安全、网络安全、计算机等相关专业,/,,,,
2026/05/27,凯翼汽车,央国企,汽车制造/维修/零配件,“优翼生” 校招直通班,宜宾,2026-06-12,2027届,"本科, 硕士, 博士",秋招提前批,凯翼人力,https://mp.weixin.qq.com/s/ShQ79cD0yiCXo0x1rMDyHQ,https://mp.weixin.qq.com/s/ShQ79cD0yiCXo0x1rMDyHQ,专业不限,/,,,,
2026/05/27,苏商银行,民企,金融业,企业金融营销岗,南京,尽快投递,2027届,"本科, 硕士, 博士","暑期实习, 秋招提前批",苏商银行招聘,https://mp.weixin.qq.com/s/ulb12jTaXlrzR2zE6NUL3w,https://app.mokahr.com/campus-recruitment/snb/45592#/job/3fdcdf28-cadc-4457-8c35-109739177557?from=qrcode,/,/,,,,
2026/05/27,中再产险,央国企,金融业,业务管理类 理赔管理类 精算类 业务承保类；,北京,尽快投递,2027届,"硕士, 博士",暑期实习,中再产险,https://chinare.zhiye.com/intern/detail?jobAdId=43a95940-057b-40ba-ab3c-588f447b9dc1,https://chinare.zhiye.com/intern/detail?jobAdId=43a95940-057b-40ba-ab3c-588f447b9dc1,金融、保险、精算、法律、理工等相关专业,/,,,,
2026/05/27,康尼机电,民企,机械/制造业,项目专员;系统设计师(AI/EB);技术管理师;人力资源助理,南京,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",康尼招聘,https://mp.weixin.qq.com/s/hMe27ZkY9G5G0xitLDfyqw,https://kangni.zhiye.com/intern/jobs,"电子信息、自动化、控制、计算机相关专业,人力资源管理、工商管理优先",/,,,,
2026/05/27,歌尔,民企,通信/电子/半导体,研发类 品质&技术类 职能类&其它,"上海, 东莞, 北京, 南京, 威海, 成都, 杭州, 济南, 深圳, 潍坊, 西安, 重庆, 青岛, 香港, 海外",尽快投递,2027届,"本科, 硕士, 博士",秋招提前批,歌尔股份招聘,https://mp.weixin.qq.com/s/RpfBmv-KeTYX-Ur-vweoGg?,https://goertek.hotjob.cn/,/,/,,,,
2026/05/27,中国电建四川院-四川电力设计咨询有限责任公司,央国企,能源/化工/环保,电气工程类实习生;土木建筑类实习生;能源气象类实习生;环境生态类实习生;数智科技类实习生;工程管理与技术经济类实习生;工程测绘类实习生,成都,2026-06-12,2027届,"硕士, 博士",暑期实习,四川电力设计咨询公司,https://mp.weixin.qq.com/s/b6mKMYG4m3Ba3TmhvVWGLA,https://sedc2026.zhaopin.com/xingc/index.html,电气工程类;土木建筑类;能源气象类;环境生态类;数智科技类;工程管理与技术经济类;工程测绘类,/,,,,
2026/05/27,广州敏视数码科技有限公司,民企,汽车制造/维修/零配件,C++软件工程师;图像算法工程师;嵌入式软件工程师;硬件工程师;结构工程师;电子技术员;海外销售;国内销售;PMC管培生;工业工程管培生;品质管理管培生;财务管培生;总经理助理,广州,尽快投递,2026届,"本科, 硕士, 博士",春招补招,敏视,https://mp.weixin.qq.com/s/28TKhGro0puYzVNQ7y1mrg,https://stonkam.zhiye.com/campus/jobs,技术类：软件工程、自动化、机械、电子、计算机、信息、通信等理工科专业；营销类：英/日/俄/西班牙语、国际商务、国际贸易等专业,有笔试,,,,
2026/05/27,上海华力,央国企,通信/电子/半导体,计划信息类 综合智能类 工程技术类 动力安环类 智能制造类,"上海, 成都",尽快投递,2026届,"本科, 硕士, 博士",春招补招,华力微招聘,https://mp.weixin.qq.com/s/vVtBL1YuH66zZ98uZoDxPA,https://app.mokahr.com/campus-recruitment/huahong/70000?sessionid=#/jobs?page=1&anchorName=jobsList,/,/,,,,
2026/05/27,中国铁路呼和浩特局集团有限公司,央国企,交通/物流/仓储,党校教学专业技术岗位;卫生防疫专业技术岗位,呼和浩特,2026-06-02,"2025, 2026届","本科, 硕士, 博士",春招专场,中国铁路呼和浩特局集团有限公司,https://rczp.china-railway.com.cn/page/platform/company_info_del.html?parentId=322&jmetazpxxid=11275,https://rczp.china-railway.com.cn/page/platform/company_info_del.html?parentId=322&jmetazpxxid=11275,"哲学,马克思主义哲学,马克思主义理论,精神病与精神卫生学,心理学,应用心理学,精神医学",有笔试,,,,
2026/05/27,中国铁路郑州局集团有限公司,央国企,交通/物流/仓储,财会专业技术岗位 企业法律事务专业技术岗位 商旅业务专业技术岗位；,郑州,尽快投递,2026届,"本科, 硕士, 博士",春招专场,中国铁路郑州局集团有限公司,https://rczp.zztlj.com/homepage/article/2059511615371378690/false,https://rczp.zztlj.com/homepage/portal,/,/,,,,
